date,sku,product_name,quantity,client_id,warehouse,price,stock,stockout_flag,supplier,lead_time_days,in_transit,category,synthetic_regular_demand,synthetic_bulk,quantity_clean,is_large_client_order,large_client_order_count
2024-02-23,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-23,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,28.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-24,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-24,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-25,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-02-25,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-02-26,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-26,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-27,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-02-27,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-02-28,SKU001,Электротовар 1,13.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-02-28,SKU001,Электротовар 1,14.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,14,0,14.0,False,0
2024-02-29,SKU001,Электротовар 1,11.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-02-29,SKU001,Электротовар 1,11.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-01,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,36.0,Категория 1,7,0,7.0,False,0
2024-03-01,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-02,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,36.0,Категория 1,4,0,4.0,False,0
2024-03-02,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-03-03,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,36.0,Категория 1,4,0,4.0,False,0
2024-03-03,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-03-04,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,36.0,Категория 1,8,0,8.0,False,0
2024-03-04,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-05,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,36.0,Категория 1,7,0,7.0,False,0
2024-03-05,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-06,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,36.0,Категория 1,10,0,10.0,False,0
2024-03-06,SKU001,Электротовар 1,11.0,ANON002,WH2,500.0,28.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-07,SKU001,Электротовар 1,12.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,36.0,Категория 1,12,0,12.0,False,0
2024-03-07,SKU001,Электротовар 1,13.0,ANON002,WH2,500.0,28.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-08,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,36.0,Категория 1,6,0,6.0,False,0
2024-03-08,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-03-09,SKU001,Электротовар 1,5.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-03-09,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-03-10,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-03-10,SKU001,Электротовар 1,6.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-03-11,SKU001,Электротовар 1,13.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-11,SKU001,Электротовар 1,13.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-12,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-12,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-13,SKU001,Электротовар 1,11.0,ANON001,WH1,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-13,SKU001,Электротовар 1,11.0,ANON002,WH2,500.0,29.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-14,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-03-14,SKU001,Электротовар 1,9.0,ANON002,WH2,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-03-15,SKU001,Электротовар 1,9.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,9,0,9.0,False,0
2024-03-15,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-03-16,SKU001,Электротовар 1,6.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,6,0,6.0,False,0
2024-03-16,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-17,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,33.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-03-17,SKU001,Электротовар 1,5.0,ANON002,WH2,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,5,0,5.0,False,0
2024-03-18,SKU001,Электротовар 1,12.0,ANON001,WH1,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,12,0,12.0,False,0
2024-03-18,SKU001,Электротовар 1,12.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,12,0,12.0,False,0
2024-03-19,SKU001,Электротовар 1,13.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-19,SKU001,Электротовар 1,13.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-20,SKU001,Электротовар 1,13.0,ANON001,WH1,500.0,34.0,False,Поставщик 1,7.0,0.0,Категория 1,13,0,13.0,False,0
2024-03-20,SKU001,Электротовар 1,14.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,14,0,14.0,False,0
2024-03-21,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-21,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-22,SKU001,Электротовар 1,8.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-22,SKU001,Электротовар 1,8.0,ANON002,WH2,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,8,0,8.0,False,0
2024-03-23,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-03-23,SKU001,Электротовар 1,4.0,ANON002,WH2,500.0,35.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
2024-03-24,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-24,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,24.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-25,SKU001,Электротовар 1,11.0,ANON001,WH1,500.0,26.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-25,SKU001,Электротовар 1,12.0,ANON002,WH2,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,12,0,12.0,False,0
2024-03-26,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-03-26,SKU001,Электротовар 1,11.0,ANON002,WH2,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,11,0,11.0,False,0
2024-03-27,SKU001,Электротовар 1,10.0,ANON001,WH1,500.0,32.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-03-27,SKU001,Электротовар 1,10.0,ANON002,WH2,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,10,0,10.0,False,0
2024-03-28,SKU001,Электротовар 1,14.0,ANON001,WH1,500.0,30.0,False,Поставщик 1,7.0,0.0,Категория 1,14,0,14.0,False,0
2024-03-28,SKU001,Электротовар 1,15.0,ANON002,WH2,500.0,28.0,False,Поставщик 1,7.0,0.0,Категория 1,15,0,15.0,False,0
2024-03-29,SKU001,Электротовар 1,7.0,ANON001,WH1,500.0,25.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-29,SKU001,Электротовар 1,7.0,ANON002,WH2,500.0,27.0,False,Поставщик 1,7.0,0.0,Категория 1,7,0,7.0,False,0
2024-03-30,SKU001,Электротовар 1,4.0,ANON001,WH1,500.0,31.0,False,Поставщик 1,7.0,0.0,Категория 1,4,0,4.0,False,0
